,source_test,target_text
7314,-2.68763,0.06371
15393,5.39177,0.99547
5093,-4.90875,0.00733
13306,3.30467,0.96459
10468,0.46652,0.61456
686,-9.31597,9e-05
6615,-3.38667,0.03271
13862,3.86069,0.97938
17023,7.02185,0.99911
16909,6.90785,0.999
9129,-0.87254,0.29473
14962,4.96075,0.99304
14225,4.22371,0.98557
18413,8.41192,0.99978
250,-9.75199,6e-05
9278,-0.72354,0.32661
4499,-5.50278,0.00406
12807,2.80564,0.94298
8588,-1.41357,0.19567
8443,-1.55858,0.17385
6592,-3.40967,0.03199
7226,-2.77564,0.05865
7253,-2.74864,0.06016
6191,-3.81069,0.02165
848,-9.15396,0.00011
13043,3.04165,0.95442
3067,-6.93485,0.00097
8213,-1.78859,0.14325
19752,9.75099,0.99994
3116,-6.88584,0.00102
11202,1.20056,0.76862
8758,-1.24356,0.22382
2314,-7.68788,0.00046
9126,-0.87554,0.2941
15130,5.12876,0.99411
19668,9.66698,0.99994
4195,-5.80679,0.003
1254,-8.74794,0.00016
6812,-3.18966,0.03956
3316,-6.68583,0.00125
12034,2.0326,0.88418
8299,-1.70259,0.15413
13970,3.9687,0.98145
15802,5.80079,0.99698
12731,2.72964,0.93875
15724,5.72279,0.99674
11891,1.88959,0.86871
10253,0.25151,0.56255
396,-9.60598,7e-05
5442,-4.55973,0.01036
17805,7.80389,0.99959
10692,0.69053,0.66609
6600,-3.40167,0.03224
6306,-3.69568,0.02423
8916,-1.08555,0.25246
12618,2.61663,0.93192
15553,5.55178,0.99613
19799,9.79799,0.99994
433,-9.56898,7e-05
7793,-2.20861,0.09898
7866,-2.13561,0.10568
11504,1.50258,0.81796
19468,9.46697,0.99992
16413,6.41182,0.99836
11162,1.16056,0.76143
16444,6.44282,0.99841
6274,-3.72769,0.02348
17266,7.26486,0.9993
7342,-2.65963,0.0654
14049,4.0477,0.98284
3723,-6.27881,0.00187
8137,-1.86459,0.13417
16339,6.33782,0.99823
16465,6.46382,0.99844
12936,2.93465,0.94953
15374,5.37277,0.99538
12487,2.48562,0.92313
4929,-5.07275,0.00623
5062,-4.93975,0.00711
6862,-3.13966,0.0415
18660,8.65893,0.99983
8540,-1.46157,0.18823
14809,4.80774,0.9919
14196,4.19471,0.98515
15438,5.43677,0.99567
1295,-8.70694,0.00017
3612,-6.38982,0.00168
11301,1.29956,0.78576
16926,6.92485,0.99902
2125,-7.87689,0.00038
4424,-5.57778,0.00377
14021,4.0197,0.98236
13551,3.54968,0.97207
10952,0.95055,0.72123
16328,6.32682,0.99822
19736,9.73499,0.99994
509,-9.49297,8e-05
19048,9.04695,0.99988
8241,-1.76059,0.14672
1160,-8.84194,0.00014
6795,-3.20666,0.03892
1951,-8.0509,0.00032
628,-9.37397,8e-05
18837,8.83594,0.99985
15822,5.82079,0.99704
19873,9.87199,0.99995
18961,8.95995,0.99987
799,-9.20296,0.0001
8887,-1.11456,0.24702
758,-9.24396,0.0001
13852,3.85069,0.97918
17075,7.07385,0.99915
4022,-5.9798,0.00252
13042,3.04065,0.95438
6400,-3.60168,0.02655
3055,-6.94685,0.00096
4942,-5.05975,0.00631
1172,-8.82994,0.00015
19834,9.83299,0.99995
8088,-1.9136,0.12858
17001,6.99985,0.99909
18940,8.93895,0.99987
17926,7.9249,0.99964
18689,8.68793,0.99983
15210,5.20876,0.99456
14740,4.73874,0.99133
3683,-6.31882,0.0018
2642,-7.35987,0.00064
15917,5.9158,0.99731
8273,-1.72859,0.15077
8719,-1.28256,0.21711
11702,1.70059,0.84561
19694,9.69298,0.99994
12498,2.49662,0.9239
17084,7.08285,0.99916
15187,5.18576,0.99444
9832,-0.16951,0.45772
13796,3.79469,0.978
6478,-3.52368,0.02865
11055,1.05355,0.74146
13828,3.82669,0.97868
4506,-5.49577,0.00409
4168,-5.83379,0.00292
19954,9.953,0.99995
12323,2.32162,0.91065
18129,8.12791,0.9997
6515,-3.48667,0.02969
1229,-8.77294,0.00015
10300,0.29851,0.57408
7727,-2.27461,0.09325
15838,5.83679,0.99709
11620,1.61858,0.8346
6374,-3.62768,0.02589
7886,-2.11561,0.10759
9509,-0.49252,0.3793
4977,-5.02475,0.00653
2440,-7.56188,0.00052
1426,-8.57593,0.00019
8735,-1.26656,0.21985
2536,-7.46587,0.00057
14605,4.60373,0.99008
17649,7.64788,0.99952
12767,2.76564,0.94079
10395,0.39352,0.59713
1202,-8.79994,0.00015
7672,-2.32962,0.0887
7968,-2.0336,0.11572
2842,-7.15986,0.00078
9851,-0.15051,0.46244
3721,-6.28081,0.00187
18262,8.26091,0.99974
17371,7.36987,0.99937
9865,-0.13651,0.46593
348,-9.65398,6e-05
15651,5.64978,0.99649
7455,-2.54663,0.07265
19685,9.68398,0.99994
14913,4.91175,0.99269
6073,-3.9287,0.01929
13277,3.27566,0.96358
1491,-8.51093,0.0002
3336,-6.66583,0.00127
14438,4.43672,0.9883
19069,9.06795,0.99988
3054,-6.94785,0.00096
11760,1.75859,0.85303
19140,9.13896,0.99989
6502,-3.49967,0.02932
9995,-0.0065,0.49837
1500,-8.50193,0.0002
17351,7.34987,0.99936
7671,-2.33062,0.08862
16958,6.95685,0.99905
1047,-8.95495,0.00013
18245,8.24391,0.99974
17670,7.66888,0.99953
8073,-1.9286,0.12691
13685,3.68368,0.97549
4985,-5.01675,0.00658
3310,-6.69183,0.00124
11079,1.07755,0.74603
1704,-8.29791,0.00025
18675,8.67393,0.99983
6801,-3.20066,0.03914
7378,-2.62363,0.06763
12528,2.52663,0.92599
2687,-7.31487,0.00067
12493,2.49162,0.92355
17121,7.11986,0.99919
3021,-6.98085,0.00093
974,-9.02795,0.00012
6940,-3.06165,0.04472
16928,6.92685,0.99902
16690,6.68883,0.99876
15621,5.61978,0.99639
4229,-5.77279,0.0031
10777,0.77554,0.68472
7688,-2.31362,0.09
3685,-6.31682,0.0018
1742,-8.25991,0.00026
1447,-8.55493,0.00019
15967,5.9658,0.99744
9083,-0.91855,0.28525
11019,1.01755,0.7345
2415,-7.58688,0.00051
9743,-0.25851,0.43573
209,-9.79299,6e-05
7971,-2.0306,0.11603
18029,8.0279,0.99967
15884,5.88279,0.99722
17424,7.42287,0.9994
6083,-3.9187,0.01948
8737,-1.26456,0.22019
17276,7.27486,0.99931
8673,-1.32857,0.2094
18342,8.34092,0.99976
1521,-8.48092,0.00021
4193,-5.80879,0.00299
9020,-0.98155,0.27258
1998,-8.0039,0.00033
14714,4.71274,0.9911
19308,9.30697,0.99991
10913,0.91155,0.71332
3410,-6.59183,0.00137
12489,2.48762,0.92327
10650,0.64853,0.65668
8542,-1.45957,0.18853
1419,-8.58293,0.00019
13692,3.69068,0.97565
5708,-4.29371,0.01347
14047,4.0457,0.9828
18274,8.27291,0.99974
2573,-7.42887,0.00059
13967,3.9657,0.9814
10465,0.46352,0.61385
3136,-6.86584,0.00104
12541,2.53963,0.92687
12721,2.71964,0.93818
8160,-1.84159,0.13686
10894,0.89254,0.70942
9374,-0.62753,0.34807
2060,-7.9419,0.00036
5971,-4.0307,0.01745
6194,-3.80769,0.02172
15069,5.06775,0.99374
3826,-6.17581,0.00207
12512,2.51063,0.92488
7980,-2.0216,0.11695
19826,9.82499,0.99995
17080,7.07885,0.99916
14191,4.18971,0.98508
19450,9.44897,0.99992
9180,-0.82154,0.30544
19167,9.16596,0.9999
8843,-1.15856,0.23893
1227,-8.77494,0.00015
6675,-3.32667,0.03467
418,-9.58398,7e-05
16036,6.0348,0.99761
13992,3.9907,0.98185
12875,2.87364,0.94653
17585,7.58388,0.99949
19325,9.32397,0.99991
8189,-1.81259,0.14033
11774,1.77259,0.85478
12516,2.51463,0.92516
12723,2.72164,0.93829
6643,-3.35867,0.03361
4408,-5.59378,0.00371
13287,3.28566,0.96393
16145,6.14381,0.99786
9214,-0.78754,0.3127
13866,3.86469,0.97946
13735,3.73369,0.97665
2599,-7.40287,0.00061
5545,-4.45672,0.01147
7341,-2.66063,0.06534
11355,1.35357,0.79471
15736,5.73479,0.99678
14273,4.27171,0.98623
16051,6.0498,0.99765
3262,-6.73984,0.00118
16751,6.74984,0.99883
12984,2.98265,0.95178
8249,-1.75259,0.14772
9248,-0.75354,0.32005
471,-9.53098,7e-05
1665,-8.33692,0.00024
6939,-3.06265,0.04467
9015,-0.98655,0.27159
10224,0.22251,0.5554
12010,2.0086,0.8817
4602,-5.39977,0.0045
15057,5.05575,0.99367
9092,-0.90955,0.28709
880,-9.12196,0.00011
7290,-2.71164,0.06229
10998,0.99655,0.73038
1248,-8.75394,0.00016
7152,-2.84964,0.0547
19579,9.57798,0.99993
18285,8.28391,0.99975
7468,-2.53363,0.07353
17772,7.77089,0.99958
2754,-7.24786,0.00071
17053,7.05185,0.99913
2329,-7.67288,0.00047
14103,4.10171,0.98372
3322,-6.67983,0.00125
585,-9.41697,8e-05
1732,-8.26991,0.00026
13500,3.49867,0.97065
367,-9.63498,7e-05
10532,0.53053,0.62961
17992,7.9909,0.99966
15369,5.36777,0.99536
15932,5.9308,0.99735
8364,-1.63758,0.16279
6246,-3.75569,0.02285
2825,-7.17686,0.00076
4747,-5.25476,0.0052
13337,3.33567,0.96563
5381,-4.62073,0.00975
5379,-4.62273,0.00973
8224,-1.77759,0.1446
6065,-3.9367,0.01914
18123,8.12191,0.9997
9290,-0.71154,0.32926
12207,2.20561,0.90075
8924,-1.07755,0.25397
19973,9.972,0.99995
14162,4.16071,0.98464
18455,8.45392,0.99979
931,-9.07095,0.00011
2485,-7.51688,0.00054
497,-9.50498,7e-05
8028,-1.9736,0.122
4493,-5.50878,0.00403
8654,-1.34757,0.20627
11356,1.35457,0.79488
17458,7.45687,0.99942
8053,-1.9486,0.12471
906,-9.09595,0.00011
2791,-7.21086,0.00074
13613,3.61168,0.9737
2658,-7.34387,0.00065
450,-9.55198,7e-05
6540,-3.46167,0.03042
12400,2.39862,0.91672
6701,-3.30067,0.03555
7994,-2.0076,0.11841
3281,-6.72084,0.0012
3653,-6.34882,0.00175
14385,4.38372,0.98767
4983,-5.01875,0.00657
2664,-7.33787,0.00065
16817,6.81584,0.9989
8163,-1.83859,0.13722
16346,6.34482,0.99825
11934,1.9326,0.87354
14006,4.0047,0.9821
6100,-3.9017,0.01981
1055,-8.94695,0.00013
15231,5.22976,0.99467
18828,8.82694,0.99985
18044,8.0429,0.99968
7535,-2.46662,0.07823
19262,9.26096,0.9999
15581,5.57978,0.99624
12018,2.0166,0.88253
19865,9.86399,0.99995
5743,-4.25871,0.01394
8315,-1.68658,0.15623
12014,2.0126,0.88211
2173,-7.82889,0.0004
13537,3.53568,0.97169
12082,2.0806,0.889
10036,0.0345,0.50862
16943,6.94185,0.99903
2940,-7.06185,0.00086
6738,-3.26366,0.03684
6776,-3.22566,0.03821
1281,-8.72094,0.00016
6989,-3.01265,0.04686
13662,3.66068,0.97493
19683,9.68198,0.99994
10172,0.17051,0.54252
14717,4.71574,0.99113
10897,0.89554,0.71003
4154,-5.84779,0.00288
19914,9.913,0.99995
13546,3.54468,0.97193
4777,-5.22476,0.00535
10058,0.0565,0.51412
10126,0.12451,0.53109
15226,5.22476,0.99465
3694,-6.30782,0.00182
18838,8.83694,0.99985
16946,6.94485,0.99904
7412,-2.58963,0.06981
3056,-6.94585,0.00096
7365,-2.63663,0.06682
10293,0.29151,0.57237
6698,-3.30367,0.03545
6454,-3.54768,0.02799
2030,-7.9719,0.00034
15610,5.60878,0.99635
16838,6.83684,0.99893
4029,-5.9728,0.00254
6967,-3.03465,0.04588
16202,6.20081,0.99798
10493,0.49152,0.62047
17336,7.33487,0.99935
2090,-7.9119,0.00037
14154,4.15271,0.98452
6627,-3.37467,0.0331
16250,6.24881,0.99807
13933,3.9317,0.98077
12039,2.0376,0.88469
8650,-1.35157,0.20561
19449,9.44797,0.99992
951,-9.05095,0.00012
4442,-5.55978,0.00383
598,-9.40397,8e-05
5779,-4.22271,0.01445
17359,7.35787,0.99936
18971,8.96995,0.99987
15184,5.18276,0.99442
15452,5.45077,0.99573
19017,9.01595,0.99988
774,-9.22796,0.0001
17011,7.00985,0.9991
3413,-6.58883,0.00137
7781,-2.22061,0.09791
6892,-3.10966,0.04271
4691,-5.31077,0.00491
8036,-1.9656,0.12286
19573,9.57198,0.99993
18046,8.0449,0.99968
2795,-7.20686,0.00074
285,-9.71699,6e-05
8135,-1.86659,0.13394
18807,8.80594,0.99985
3226,-6.77584,0.00114
4753,-5.24876,0.00523
3727,-6.27481,0.00188
19996,9.995,0.99995
19470,9.46897,0.99992
4469,-5.53278,0.00394
1964,-8.0379,0.00032
2847,-7.15486,0.00078
12188,2.18661,0.89904
2483,-7.51888,0.00054
12301,2.29961,0.90885
18167,8.16591,0.99972
7825,-2.17661,0.10187
11533,1.53158,0.82224
13596,3.59468,0.97326
9324,-0.67753,0.33681
7278,-2.72364,0.06159
15761,5.75979,0.99686
3991,-6.0108,0.00245
18449,8.44792,0.99979
14138,4.13671,0.98428
3159,-6.84284,0.00107
8615,-1.38657,0.19996
8155,-1.84659,0.13627
11090,1.08855,0.74811
16517,6.51583,0.99852
7430,-2.57163,0.07099
7603,-2.39862,0.08328
1201,-8.80094,0.00015
6557,-3.44467,0.03093
2745,-7.25686,0.0007
8499,-1.50258,0.18204
6609,-3.39267,0.03253
4180,-5.82179,0.00295
2906,-7.09585,0.00083
6226,-3.77569,0.02241
14755,4.75374,0.99145
6030,-3.9717,0.01849
2130,-7.87189,0.00038
6058,-3.9437,0.01901
19011,9.00995,0.99988
11781,1.77959,0.85565
16880,6.87884,0.99897
19556,9.55498,0.99993
9711,-0.29051,0.42788
3050,-6.95185,0.00096
13270,3.26866,0.96334
19622,9.62098,0.99993
16877,6.87584,0.99897
3220,-6.78184,0.00113
12477,2.47562,0.92242
15755,5.75379,0.99684
8902,-1.09955,0.24982
8925,-1.07655,0.25416
19604,9.60298,0.99993
7823,-2.17861,0.10169
3718,-6.28381,0.00186
13614,3.61268,0.97373
11770,1.76859,0.85428
19172,9.17096,0.9999
10604,0.60253,0.64623
18288,8.28691,0.99975
1003,-8.99895,0.00012
3018,-6.98385,0.00093
1512,-8.48992,0.00021
17025,7.02385,0.99911
9361,-0.64053,0.34513
4256,-5.74579,0.00319
5130,-4.87174,0.0076
10880,0.87854,0.70652
279,-9.72299,6e-05
17015,7.01385,0.9991
19376,9.37497,0.99992
4257,-5.74479,0.00319
6709,-3.29266,0.03582
1863,-8.13891,0.00029
14198,4.19671,0.98518
19695,9.69398,0.99994
1054,-8.94795,0.00013
8538,-1.46357,0.18792
7877,-2.12461,0.10673
18336,8.33492,0.99976
2082,-7.9199,0.00036
692,-9.30997,9e-05
380,-9.62198,7e-05
6826,-3.17566,0.04009
10617,0.61553,0.6492
15859,5.85779,0.99715
6353,-3.64868,0.02537
4242,-5.75979,0.00314
17871,7.86989,0.99962
2979,-7.02285,0.00089
14028,4.0267,0.98248
12680,2.67863,0.93575
18607,8.60593,0.99982
11588,1.58658,0.83013
17791,7.78989,0.99959
4967,-5.03475,0.00647
16845,6.84384,0.99894
19118,9.11696,0.99989
5126,-4.87574,0.00757
16993,6.99185,0.99908
9684,-0.31752,0.42128
2964,-7.03785,0.00088
5809,-4.19271,0.01488
6522,-3.47967,0.0299
14230,4.22871,0.98564
4587,-5.41477,0.00443
5346,-4.65573,0.00942
14955,4.95375,0.99299
8040,-1.9616,0.12329
12876,2.87464,0.94658
3343,-6.65883,0.00128
1980,-8.0219,0.00033
9678,-0.32352,0.41982
3917,-6.0848,0.00227
10099,0.0975,0.52436
12956,2.95465,0.95048
10781,0.77954,0.68558
6245,-3.75669,0.02283
16215,6.21381,0.998
7920,-2.0816,0.1109
7551,-2.45062,0.07939
18200,8.19891,0.99973
33,-9.969,5e-05
5337,-4.66473,0.00933
11085,1.08355,0.74717
8968,-1.03355,0.2624
10383,0.38152,0.59424
18832,8.83094,0.99985
15534,5.53278,0.99606
8031,-1.9706,0.12232
3011,-6.99085,0.00092
5618,-4.38372,0.01233
12296,2.29461,0.90843
19587,9.58598,0.99993
8063,-1.9386,0.1258
18740,8.73894,0.99984
2061,-7.9409,0.00036
10637,0.63553,0.65374
6974,-3.02765,0.04619
3360,-6.64183,0.0013
15480,5.47877,0.99584
8693,-1.30857,0.21273
12282,2.28061,0.90726
5517,-4.48472,0.01115
1017,-8.98495,0.00013
51,-9.951,5e-05
17833,7.83189,0.9996
9055,-0.94655,0.27958
19512,9.51098,0.99993
12112,2.11061,0.89193
989,-9.01295,0.00012
6087,-3.9147,0.01956
10397,0.39552,0.59761
16493,6.49182,0.99849
12768,2.76664,0.94085
14848,4.84674,0.99221
2884,-7.11786,0.00081
12903,2.90165,0.94793
3269,-6.73284,0.00119
13554,3.55268,0.97215
1306,-8.69593,0.00017
13310,3.30867,0.96472
18544,8.54293,0.99981
15847,5.84579,0.99712
17644,7.64288,0.99952
19537,9.53598,0.99993
18745,8.74394,0.99984
221,-9.78099,6e-05
11178,1.17656,0.76433
7880,-2.12161,0.10701
11049,1.04755,0.7403
4432,-5.56978,0.0038
12653,2.65163,0.93411
9500,-0.50153,0.37718
10700,0.69853,0.66786
2849,-7.15286,0.00078
10474,0.47252,0.61598
16209,6.20781,0.99799
827,-9.17496,0.0001
10843,0.84154,0.69879
2692,-7.30987,0.00067
17119,7.11786,0.99919
4695,-5.30677,0.00493
8356,-1.64558,0.16171
15833,5.83179,0.99708
11372,1.37057,0.79747
10179,0.17751,0.54426
354,-9.64798,6e-05
7315,-2.68663,0.06377
8221,-1.78059,0.14423
14832,4.83074,0.99208
7990,-2.0116,0.11799
9737,-0.26451,0.43425
3936,-6.0658,0.00232
3078,-6.92385,0.00098
1552,-8.44992,0.00021
9347,-0.65453,0.34197
6414,-3.58768,0.02692
15266,5.26476,0.99486
5834,-4.16771,0.01525
4425,-5.57678,0.00377
8842,-1.15956,0.23875
5138,-4.86374,0.00766
13281,3.27966,0.96372
4292,-5.70979,0.0033
14931,4.92975,0.99282
16760,6.75884,0.99884
5846,-4.15571,0.01543
16904,6.90285,0.999
16238,6.23681,0.99805
18430,8.42892,0.99978
12264,2.26261,0.90573
17166,7.16486,0.99923
7797,-2.20461,0.09934
17049,7.04785,0.99913
1566,-8.43592,0.00022
16287,6.28581,0.99814
18479,8.47792,0.99979
12803,2.80164,0.94276
2911,-7.09085,0.00083
17326,7.32487,0.99934
10614,0.61253,0.64852
2341,-7.66088,0.00047
10382,0.38052,0.594
7136,-2.86564,0.05388
3161,-6.84084,0.00107
18801,8.79994,0.99985
17974,7.9729,0.99966
3980,-6.0218,0.00242
2267,-7.73489,0.00044
7224,-2.77764,0.05854
6828,-3.17366,0.04017
11507,1.50558,0.8184
17033,7.03185,0.99912
3656,-6.34582,0.00175
17672,7.67088,0.99953
10169,0.16751,0.54178
17426,7.42487,0.9994
11442,1.44057,0.80854
9185,-0.81654,0.3065
7965,-2.0366,0.11541
14953,4.95175,0.99298
14086,4.0847,0.98345
14425,4.42372,0.98815
2364,-7.63788,0.00048
1069,-8.93295,0.00013
11233,1.23156,0.77409
16252,6.25081,0.99807
13910,3.9087,0.98033
16404,6.40282,0.99835
1624,-8.37792,0.00023
7832,-2.16961,0.10251
3657,-6.34482,0.00175
12763,2.76164,0.94057
7059,-2.94265,0.05009
16674,6.67283,0.99874
13299,3.29766,0.96435
3013,-6.98885,0.00092
13199,3.19766,0.96075
4762,-5.23976,0.00527
17983,7.9819,0.99966
1876,-8.12591,0.0003
8022,-1.9796,0.12136
8152,-1.84959,0.13592
7185,-2.81664,0.05643
1845,-8.15691,0.00029
1963,-8.0389,0.00032
13945,3.9437,0.98099
12627,2.62563,0.93249
9407,-0.59453,0.3556
15657,5.65578,0.99651
18921,8.91995,0.99987
13764,3.76269,0.97731
19825,9.82399,0.99995
13386,3.38467,0.96722
6568,-3.43367,0.03126
16994,6.99285,0.99908
2304,-7.69788,0.00045
8536,-1.46557,0.18762
13105,3.10366,0.95704
3162,-6.83984,0.00107
9138,-0.86354,0.2966
8599,-1.40257,0.19741
11641,1.63958,0.83748
4605,-5.39677,0.00451
8362,-1.63958,0.16252
1846,-8.15591,0.00029
8937,-1.06455,0.25644
7802,-2.19961,0.09979
7381,-2.62063,0.06782
18321,8.31992,0.99976
18159,8.15791,0.99971
13070,3.06865,0.95558
10603,0.60153,0.64601
1076,-8.92595,0.00013
14115,4.11371,0.98392
13683,3.68168,0.97544
12926,2.92465,0.94905
11714,1.71259,0.84717
9307,-0.69453,0.33303
10720,0.71854,0.67228
12829,2.82764,0.94415
2742,-7.25986,0.0007
8953,-1.04855,0.2595
17546,7.54488,0.99947
2561,-7.44087,0.00059
1300,-8.70194,0.00017
4156,-5.84579,0.00288
12510,2.50863,0.92474
17474,7.47287,0.99943
8767,-1.23456,0.22538
19238,9.23696,0.9999
8620,-1.38157,0.20076
4513,-5.48877,0.00412
11999,1.9976,0.88054
19188,9.18696,0.9999
13438,3.43667,0.96883
12864,2.86264,0.94597
13179,3.17766,0.95998
3299,-6.70284,0.00123
9200,-0.80154,0.3097
3398,-6.60383,0.00135
7617,-2.38462,0.08435
18756,8.75494,0.99984
4671,-5.33077,0.00482
18,-9.984,5e-05
4750,-5.25176,0.00521
14012,4.0107,0.9822
8676,-1.32557,0.20989
13101,3.09965,0.95688
3332,-6.66983,0.00127
10218,0.21651,0.55392
2530,-7.47187,0.00057
3026,-6.97585,0.00093
9713,-0.28851,0.42837
4948,-5.05375,0.00634
4197,-5.80479,0.003
8788,-1.21356,0.22907
6267,-3.73469,0.02332
4097,-5.9048,0.00272
16501,6.49982,0.9985
4647,-5.35477,0.0047
6126,-3.87569,0.02032
19138,9.13696,0.99989
1514,-8.48792,0.00021
18916,8.91495,0.99987
2403,-7.59888,0.0005
885,-9.11696,0.00011
11336,1.33457,0.7916
912,-9.08995,0.00011
2463,-7.53888,0.00053
7519,-2.48262,0.07709
16159,6.15781,0.99789
12959,2.95765,0.95062
17206,7.20486,0.99926
11031,1.02955,0.73683
5296,-4.70574,0.00896
12543,2.54163,0.92701
13586,3.58468,0.973
8149,-1.85259,0.13557
58,-9.944,5e-05
3715,-6.28681,0.00186
4950,-5.05175,0.00636
2772,-7.22986,0.00072
3586,-6.41582,0.00163
7021,-2.98065,0.04831
1573,-8.42892,0.00022
6176,-3.82569,0.02134
8956,-1.04555,0.26008
7870,-2.13161,0.10606
18340,8.33892,0.99976
5387,-4.61473,0.00981
11756,1.75459,0.85253
174,-9.82799,5e-05
3958,-6.0438,0.00237
6072,-3.9297,0.01927
10402,0.40052,0.59881
14077,4.0757,0.9833
9236,-0.76554,0.31745
3522,-6.47982,0.00153
14715,4.71374,0.99111
154,-9.84799,5e-05
15436,5.43477,0.99566
18310,8.30892,0.99975
19334,9.33297,0.99991
2829,-7.17286,0.00077
8840,-1.16156,0.23838
9741,-0.26051,0.43524
11260,1.25856,0.77878
9555,-0.44652,0.39019
1178,-8.82394,0.00015
9109,-0.89254,0.29058
9179,-0.82254,0.30522
608,-9.39397,8e-05
3803,-6.19881,0.00203
11146,1.14456,0.75852
18471,8.46992,0.99979
7860,-2.14161,0.10512
11632,1.63058,0.83625
1152,-8.84994,0.00014
3579,-6.42282,0.00162
4636,-5.36577,0.00465
3691,-6.31082,0.00181
2422,-7.57988,0.00051
1829,-8.17291,0.00028
6283,-3.71869,0.02369
12172,2.17061,0.89758
2260,-7.74189,0.00043
8765,-1.23656,0.22504
8401,-1.60058,0.1679
8986,-1.01555,0.26589
15613,5.61178,0.99636
9243,-0.75854,0.31896
8731,-1.27056,0.21916
7322,-2.67963,0.06419
1654,-8.34792,0.00024
18892,8.89094,0.99986
14743,4.74174,0.99135
4645,-5.35677,0.00469
19720,9.71899,0.99994
15793,5.79179,0.99696
14392,4.39072,0.98776
9622,-0.37952,0.40624
4752,-5.24976,0.00522
11646,1.64458,0.83816
8461,-1.54058,0.17645
18995,8.99395,0.99988
17375,7.37387,0.99937
18951,8.94995,0.99987
18949,8.94795,0.99987
18507,8.50593,0.9998
3082,-6.91985,0.00099
16366,6.36482,0.99828
8258,-1.74359,0.14886
17987,7.9859,0.99966
4800,-5.20176,0.00548
1645,-8.35692,0.00023
6855,-3.14666,0.04122
15449,5.44777,0.99571
17029,7.02785,0.99911
2139,-7.86289,0.00038
8891,-1.11056,0.24777
7901,-2.10061,0.10904
4658,-5.34377,0.00476
3699,-6.30282,0.00183
12054,2.0526,0.88621
10567,0.56553,0.63773
16083,6.0818,0.99772
2862,-7.13986,0.00079
6329,-3.67268,0.02478
7027,-2.97465,0.04858
17874,7.87289,0.99962
19218,9.21696,0.9999
342,-9.65998,6e-05
10448,0.44652,0.60981
14731,4.72974,0.99125
10790,0.78854,0.68752
16988,6.98685,0.99908
9448,-0.55353,0.36505
19018,9.01695,0.99988
16082,6.0808,0.99772
17943,7.9419,0.99964
18176,8.17491,0.99972
12633,2.63163,0.93287
16412,6.41082,0.99836
8397,-1.60458,0.16734
9841,-0.16051,0.45996
5700,-4.30172,0.01336
335,-9.66698,6e-05
2347,-7.65488,0.00047
16884,6.88284,0.99898
4935,-5.06675,0.00626
16332,6.33082,0.99822
1162,-8.83994,0.00014
5732,-4.26971,0.01379
8721,-1.28056,0.21745
15411,5.40977,0.99555
16632,6.63083,0.99868
11841,1.83959,0.8629
17161,7.15986,0.99922
15084,5.08275,0.99384
17463,7.46187,0.99943
7978,-2.0236,0.11675
3118,-6.88384,0.00102
3236,-6.76584,0.00115
9291,-0.71054,0.32948
3799,-6.20281,0.00202
11265,1.26356,0.77964
1301,-8.70094,0.00017
8674,-1.32757,0.20956
16244,6.24281,0.99806
14131,4.12971,0.98417
2902,-7.09985,0.00082
14022,4.0207,0.98238
9224,-0.77754,0.31485
2252,-7.74989,0.00043
9714,-0.28751,0.42861
3773,-6.22881,0.00197
13524,3.52268,0.97133
17972,7.9709,0.99965
8706,-1.29556,0.21491
16414,6.41282,0.99836
4181,-5.82079,0.00296
4289,-5.71279,0.00329
14005,4.0037,0.98208
9230,-0.77154,0.31615
12060,2.0586,0.88681
6270,-3.73169,0.02339
2294,-7.70789,0.00045
7800,-2.20161,0.09961
18282,8.28091,0.99975
5994,-4.0077,0.01785
16181,6.17981,0.99793
14838,4.83674,0.99213
18506,8.50493,0.9998
17253,7.25186,0.99929
10420,0.41852,0.60313
13427,3.42567,0.9685
18620,8.61893,0.99982
9008,-0.99355,0.27021
12456,2.45462,0.9209
761,-9.24096,0.0001
14871,4.86974,0.99238
18603,8.60193,0.99982
4083,-5.9188,0.00268
3135,-6.86684,0.00104
13072,3.07065,0.95567
19656,9.65498,0.99994
2595,-7.40687,0.00061
5392,-4.60973,0.00986
3823,-6.17881,0.00207
14179,4.17771,0.9849
6372,-3.62968,0.02584
5063,-4.93875,0.00711
1089,-8.91295,0.00013
6918,-3.08365,0.04379
14394,4.39272,0.98778
476,-9.52598,7e-05
9488,-0.51353,0.37437
10531,0.52953,0.62937
2218,-7.78389,0.00042
1099,-8.90295,0.00014
496,-9.50598,7e-05
13380,3.37867,0.96703
15494,5.49277,0.9959
8080,-1.9216,0.12768
2210,-7.79189,0.00041
3650,-6.35182,0.00174
19793,9.79199,0.99994
17373,7.37187,0.99937
9846,-0.15551,0.4612
17615,7.61388,0.99951
9565,-0.43652,0.39257
1451,-8.55093,0.00019
17044,7.04285,0.99913
17453,7.45187,0.99942
18392,8.39092,0.99977
7244,-2.75764,0.05966
9966,-0.0355,0.49113
18393,8.39192,0.99977
7879,-2.12261,0.10692
8585,-1.41657,0.1952
1132,-8.86994,0.00014
6565,-3.43667,0.03117
1677,-8.32492,0.00024
4715,-5.28676,0.00503
11445,1.44357,0.80901
14814,4.81274,0.99194
7284,-2.71764,0.06194
5802,-4.19971,0.01478
2540,-7.46187,0.00057
4250,-5.75179,0.00317
17354,7.35287,0.99936
